order_id,bank_to,amount3,k_symbol
30730,IJ,0,Household
30731,KL,0,Insurance
30732,AB,0,Household
30733,UV,0,Household
30734,ST,0,Household
30735,YZ,0,Household
30736,GH,3,Household
30737,WX,0,Household
30738,WX,0,Household
30739,EF,0,Household
30740,QR,0,Household
30741,KL,1,Insurance
30742,UV,0,Household
30743,MN,2,Loan
30744,EF,4,Household
30745,MN,1,Household
30746,YZ,1,Household
30747,ST,3,Household
30748,UV,0,Household
30749,KL,1,Household
30750,MN,0,Household
30751,QR,0,Household
30752,YZ,0,Household
30753,AB,0,Household
30754,WX,0,Household
30755,EF,0,Insurance
30756,YZ,0,Household
30757,MN,0,Household
30758,MN,0,Household
30759,AB,1,Household
30760,EF,0,Leasing
30761,UV,0,Household
30762,AB,0,Household
30763,OP,1,Household
30764,EF,1,Household
30765,ST,1,Household
30766,IJ,3,Household
30767,QR,0,Household
30768,OP,0,Household
30769,KL,0,Insurance
30770,MN,0,Household
30771,IJ,0,Household
30772,GH,0,Household
30773,MN,1,Household
30774,OP,0,Household
30775,ST,0,Household
30776,YZ,0,Household
30777,IJ,0,Household
30778,AB,1,Household
30779,GH,0,Loan
30780,QR,0,Household
30781,OP,1,Loan
30782,GH,1,Household
30783,AB,0,Household
30784,IJ,1,Household
30785,YZ,2,Household
30786,GH,0,Household
30787,EF,0,Household
30791,CD,2,Household
30792,KL,0,Household
30793,OP,1,Household
30794,OP,0,Household
30795,OP,0,Household
30796,WX,0,Household
30797,AB,0,Household
30798,OP,0,Insurance
30799,MN,2,Household
30800,CD,0,Household
30801,OP,1,Household
30802,OP,0,Household
30803,QR,0,Household
30804,YZ,1,Loan
30805,CD,1,Household
30806,ST,2,Household
30807,QR,1,Household
30808,GH,0,Household
30809,GH,0,Household
30810,WX,2,Household
30811,YZ,2,Household
30812,OP,1,Household
30813,YZ,1,Household
30814,OP,0,Household
30815,YZ,0,Household
30816,KL,0,Household
30817,CD,1,Household
30818,OP,1,Household
30819,ST,2,Household
30820,UV,0,Household
30821,KL,1,Household
30822,ST,1,Household
30823,EF,0,Household
30824,UV,0,Household
30825,MN,0,Household
30826,IJ,0,Household
30827,AB,0,Household
30828,CD,0,Insurance
30829,OP,0,Household
30834,QR,1,Household
30835,MN,0,Household
30836,AB,0,Household
30837,GH,1,Household
30838,UV,0,Household
30839,CD,0,Household
30840,KL,0,Household
30841,YZ,2,Household
30842,MN,2,Household
30843,QR,1,Household
30844,KL,0,Household
30845,IJ,0,Insurance
30846,QR,0,Household
30847,WX,0,Loan
30848,OP,0,Household
30849,GH,0,Household
30850,KL,0,Household
30851,EF,0,Household
30852,AB,0,Household
30853,CD,0,Insurance
30854,CD,0,Household
30855,MN,2,Household
30859,YZ,1,Household
30860,CD,0,Household
30861,OP,0,Insurance
30864,YZ,0,Household
30865,EF,0,Household
30866,YZ,0,Insurance
30867,IJ,1,Household
30868,UV,0,Household
30869,KL,1,Loan
30870,ST,1,Leasing
30871,MN,2,Household
30872,YZ,0,Household
30873,EF,0,Household
30874,EF,0,Insurance
30875,KL,0,Household
30876,KL,0,Household
30877,MN,2,Household
30880,QR,1,Loan
30881,WX,2,Household
30882,EF,1,Loan
30883,ST,0,Household
30884,KL,1,Household
30885,UV,0,Household
30886,MN,0,Household
30887,IJ,1,Household
30888,GH,0,Household
30889,MN,0,Household
30890,GH,0,Household
30891,WX,2,Household
30892,IJ,0,Household
30893,ST,0,Insurance
30894,MN,0,Household
30895,ST,0,Household
30896,UV,0,Insurance
30897,AB,0,Household
30898,IJ,0,Household
30905,IJ,2,Household
30906,WX,0,Household
30907,ST,0,Household
30908,UV,2,Household
30909,WX,0,Household
30910,IJ,0,Household
30911,WX,0,Household
30912,YZ,2,Household
30913,MN,0,Household
30914,OP,0,Insurance
30915,AB,0,Leasing
30916,EF,1,Household
30917,CD,0,Household
30918,YZ,1,Household
30919,OP,1,Household
30920,ST,0,Household
30921,UV,0,Household
30922,EF,0,Insurance
30923,CD,0,Household
30924,OP,0,Household
30925,GH,0,Household
30926,YZ,0,Leasing
30927,GH,2,Household
30930,MN,2,Household
30931,MN,0,Household
30932,GH,0,Household
30933,GH,0,Household
30934,OP,2,Household
30935,KL,1,Household
30936,MN,1,Household
30937,EF,0,Household
30938,EF,0,Household
30939,OP,1,Household
30940,YZ,0,Household
30941,YZ,0,Household
30942,IJ,1,Household
30943,CD,0,Household
30944,IJ,0,Leasing
30945,EF,1,Household
30946,QR,1,Household
30947,WX,1,Household
30948,WX,0,Household
30949,CD,0,Household
30950,ST,0,Household
30951,YZ,1,Household
30952,AB,2,Household
30953,QR,0,Household
30954,AB,2,Household
30955,ST,1,Loan
30956,AB,1,Household
30957,YZ,1,Household
30958,CD,0,Insurance
30959,YZ,1,Household
30960,MN,1,Household
30961,GH,1,Loan
30962,OP,1,Household
30963,OP,1,Household
30964,IJ,0,Leasing
30965,WX,1,Household
30966,UV,0,Household
30967,KL,0,Household
30968,YZ,1,Household
30969,YZ,1,Household
30970,MN,3,Household
30971,WX,2,Household
30972,QR,0,Household
30973,WX,0,Household
30974,KL,0,Household
30975,KL,0,Household
30976,YZ,1,Insurance
30977,EF,0,Loan
30980,MN,2,Household
30981,UV,0,Household
30982,MN,0,Household
30983,EF,0,Insurance
30984,WX,1,Household
30985,OP,0,Household
30986,QR,0,Household
30987,ST,1,Household
30988,ST,1,Household
30989,ST,2,Loan
30990,EF,3,Household
30991,UV,0,Household
30992,KL,0,Household
30993,MN,0,Household
30994,KL,1,Household
30995,AB,0,Insurance
30996,EF,0,Household
30997,MN,1,Household
30998,OP,2,Household
30999,OP,0,Household
31000,CD,0,Insurance
31001,UV,0,Household
31002,AB,0,Household
31003,GH,0,Household
31009,OP,0,Household
31010,UV,0,Household
31011,YZ,0,Insurance
31012,ST,2,Household
31013,CD,1,Household
31014,EF,2,Household
31015,EF,0,Household
31016,WX,1,Household
31017,WX,2,Loan
31018,ST,0,Household
31019,ST,0,Household
31020,OP,0,Household
31021,CD,1,Household
31022,UV,1,Household
31023,CD,1,Household
31024,YZ,0,Household
31025,EF,1,Household
31026,OP,0,Household
31027,ST,2,Household
31028,UV,0,Household
31029,YZ,0,Household
31030,UV,1,Household
31031,GH,0,Household
31034,GH,0,Household
31035,KL,0,Household
31036,YZ,0,Household
31037,WX,2,Household
31038,WX,1,Leasing
31039,YZ,0,Household
31040,GH,0,Household
31041,YZ,2,Loan
31042,ST,3,Household
31043,UV,0,Household
31044,YZ,0,Insurance
31045,WX,0,Household
31046,WX,2,Household
31047,QR,0,Household
31048,OP,1,Household
31049,EF,0,Household
31050,QR,0,Household
31053,WX,0,Household
31054,ST,0,Household
31055,OP,0,Household
31056,ST,2,Household
31057,YZ,0,Household
31058,IJ,1,Leasing
31059,YZ,2,Household
31060,YZ,0,Household
31061,GH,0,Household
31062,MN,1,Leasing
31063,CD,0,Household
31064,UV,1,Household
31065,UV,0,Insurance
31066,OP,0,Household
31067,YZ,0,Household
31068,OP,0,Household
31069,QR,0,Household
31070,IJ,0,Insurance
31071,KL,0,Household
31075,GH,0,Household
31076,IJ,0,Household
31077,KL,0,Household
31078,OP,1,Household
31079,QR,0,Household
31081,WX,1,Household
31082,GH,0,Household
31083,QR,1,Household
31084,MN,0,Household
31085,IJ,1,Household
31086,QR,0,Household
31087,CD,0,Household
31088,KL,2,Household
31089,YZ,1,Household
31090,CD,0,Household
31091,ST,1,Household
31096,CD,2,Household
31097,CD,1,Loan
31098,EF,1,Household
31102,WX,0,Household
31103,GH,0,Household
31104,MN,0,Insurance
31105,WX,0,Household
31106,EF,2,Household
31107,WX,0,Household
31108,YZ,0,Leasing
31109,EF,4,Household
31110,AB,2,Household
31111,YZ,0,Household
31112,AB,0,Household
31113,GH,0,Household
31114,IJ,0,Household
31115,IJ,1,Insurance
31119,YZ,0,Household
31120,YZ,0,Household
31121,IJ,1,Household
31122,OP,2,Loan
31123,GH,1,Household
31124,UV,0,Household
31125,OP,1,Household
31126,WX,0,Household
31127,YZ,0,Insurance
31128,UV,0,Leasing
31129,YZ,0,Household
31130,QR,0,Household
31131,KL,0,Household
31132,ST,0,Household
31133,WX,0,Household
31134,KL,1,Household
31135,GH,0,Household
31136,GH,0,Household
31137,KL,2,Household
31142,KL,2,Household
31143,WX,1,Household
31144,IJ,0,Household
31145,IJ,0,Household
31146,GH,4,Household
31147,ST,0,Household
31148,IJ,0,Household
31149,UV,0,Household
31150,KL,1,Household
31151,EF,0,Household
31152,EF,1,Insurance
31153,CD,1,Household
31154,OP,0,Household
31159,EF,0,Household
31160,UV,1,Household
31161,AB,0,Insurance
31162,EF,0,Household
31163,WX,0,Household
31164,MN,1,Household
31165,YZ,1,Household
31166,KL,1,Household
31167,ST,3,Household
31168,YZ,0,Leasing
31169,ST,1,Household
31170,IJ,0,Household
31171,AB,1,Household
31172,QR,1,Household
31173,KL,0,Household
31174,OP,0,Insurance
31175,CD,0,Household
31176,AB,1,Household
31177,EF,1,Household
31178,QR,0,Household
31179,OP,0,Household
31180,AB,0,Household
31181,YZ,0,Household
31182,IJ,1,Leasing
31183,IJ,1,Household
31184,CD,0,Household
31185,QR,1,Leasing
31186,WX,0,Household
31187,WX,0,Household
31188,CD,1,Household
31194,CD,1,Household
31195,YZ,1,Household
31196,GH,0,Household
31197,MN,0,Insurance
31198,YZ,0,Household
31199,AB,0,Household
31200,UV,1,Household
31201,IJ,1,Leasing
31202,GH,1,Household
31203,IJ,0,Leasing
31204,GH,0,Household
31205,WX,0,Household
31206,QR,0,Household
31207,GH,0,Household
31208,IJ,0,Household
31209,KL,1,Household
31210,MN,1,Household
31211,EF,0,Household
31212,IJ,0,Household
31213,WX,0,Insurance
31214,CD,1,Loan
31215,GH,1,Household
31216,AB,1,Household
31217,OP,0,Insurance
31218,UV,0,Household
31219,EF,0,Household
31220,IJ,0,Household
31221,WX,0,Insurance
31222,QR,0,Household
31223,AB,0,Loan
31224,IJ,1,Household
31225,AB,1,Household
31226,YZ,0,Loan
31227,AB,1,Household
31228,ST,0,Household
31229,GH,0,Household
31230,QR,0,Insurance
31231,GH,1,Loan
31232,YZ,0,Household
31233,IJ,3,Household
31234,UV,2,Household
31235,UV,1,Loan
31236,OP,1,Household
31237,WX,1,Household
31238,GH,1,Loan
31239,AB,0,Household
31240,ST,1,Household
31241,IJ,0,Loan
31242,CD,1,Household
31243,AB,0,Household
31244,OP,0,Household
31245,IJ,0,Household
31246,MN,0,Household
31247,EF,0,Insurance
31248,WX,0,Loan
31249,QR,2,Household
31250,CD,3,Household
31251,EF,0,Household
31252,YZ,2,Household
31253,QR,0,Household
31254,MN,3,Household
31255,GH,0,Household
31256,YZ,0,Household
31257,OP,0,Insurance
31258,QR,0,Household
31259,ST,0,Household
31260,CD,2,Household
31261,EF,0,Household
31262,AB,0,Loan
31263,WX,1,Household
31264,EF,1,Household
31265,IJ,0,Leasing
31266,IJ,1,Household
31267,IJ,0,Household
31268,OP,1,Household
31269,YZ,0,Household
31270,AB,0,Insurance
31271,OP,1,Household
31276,QR,1,Household
31277,EF,0,Household
31282,AB,1,Loan
31283,YZ,2,Household
31284,IJ,2,Household
31285,EF,0,Household
31286,UV,2,Household
31287,CD,0,Insurance
31288,IJ,0,Household
31289,OP,2,Household
31291,OP,0,Household
31292,IJ,0,Household
31293,MN,0,Household
31294,UV,0,Household
31295,KL,0,Insurance
31296,MN,1,Household
31297,ST,0,Household
31298,UV,0,Household
31299,UV,1,Household
31300,GH,0,Household
31301,IJ,0,Household
31302,UV,1,Household
31303,MN,1,Household
31304,CD,0,Household
31305,GH,0,Household
31308,UV,1,Household
31309,IJ,1,Household
31310,CD,0,Leasing
31311,YZ,1,Household
31312,IJ,0,Household
31313,EF,0,Insurance
31314,OP,1,Household
31315,CD,1,Household
31316,AB,0,Leasing
31317,YZ,3,Household
31318,UV,3,Household
31319,ST,0,Household
31320,IJ,2,Household
31321,YZ,0,Household
31322,QR,0,Household
31323,MN,1,Insurance
31324,KL,0,Household
31325,WX,0,Household
31326,EF,0,Insurance
31327,YZ,1,Household
31328,ST,1,Loan
31329,AB,2,Household
31330,AB,0,Household
31331,MN,0,Insurance
31332,AB,0,Household
31333,IJ,2,Household
31334,YZ,0,Household
31335,EF,0,Insurance
31336,EF,1,Household
31337,MN,0,Household
31338,ST,0,Insurance
31339,KL,0,Household
31340,EF,0,Household
31341,CD,0,Leasing
31342,ST,0,Household
31343,OP,0,Household
31344,OP,3,Household
31345,ST,0,Household
31346,GH,0,Household
31347,QR,0,Household
31348,UV,0,Household
31349,YZ,0,Household
31350,QR,0,Household
31351,ST,0,Insurance
31352,QR,0,Household
31353,AB,1,Leasing
31354,UV,0,Loan
31355,QR,1,Household
31356,AB,1,Household
31358,YZ,0,Household
31359,EF,1,Household
31360,MN,1,Household
31361,MN,2,Household
31362,QR,1,Household
31363,MN,0,Household
31364,CD,3,Household
31365,WX,1,Household
31366,CD,1,Household
31367,OP,0,Household
31368,IJ,0,Insurance
31369,KL,0,Household
31370,CD,0,Household
31371,GH,0,Insurance
31372,MN,0,Household
31373,YZ,0,Leasing
31374,EF,0,Household
31375,ST,0,Household
31376,YZ,1,Insurance
31380,ST,1,Household
31381,AB,0,Household
31382,WX,0,Household
31383,AB,0,Household
31384,ST,0,Household
31385,CD,1,Household
31386,ST,0,Household
31387,UV,0,Insurance
31388,QR,0,Household
31389,OP,0,Household
31390,OP,0,Leasing
31391,MN,2,Household
31392,QR,1,Household
31393,QR,0,Household
31394,GH,0,Household
31395,WX,1,Household
31396,EF,0,Insurance
31397,EF,0,Household
31398,QR,0,Household
31399,QR,2,Household
31400,QR,1,Household
31401,WX,1,Household
31402,EF,0,Household
31403,GH,1,Household
31404,AB,2,Household
31405,QR,1,Household
31406,KL,0,Household
31407,MN,0,Insurance
31408,OP,0,Household
31411,OP,0,Household
31412,GH,1,Household
31413,ST,0,Household
31414,UV,0,Insurance
31415,MN,1,Household
31416,ST,0,Household
31417,QR,0,Insurance
31418,UV,0,Household
31419,CD,1,Household
31420,AB,2,Household
31421,KL,0,Household
31422,WX,0,Household
31423,QR,1,Household
31424,MN,0,Household
31425,CD,0,Household
31426,WX,2,Loan
31427,CD,1,Household
31428,MN,0,Loan
31429,QR,0,Household
31430,QR,0,Household
31431,QR,0,Household
31432,EF,0,Household
31433,OP,0,Insurance
31434,AB,0,Household
31435,AB,2,Household
31436,KL,2,Household
31437,CD,0,Household
31438,QR,0,Leasing
31439,ST,0,Household
31440,IJ,0,Household
31441,GH,0,Household
31442,QR,3,Household
31447,IJ,1,Loan
31448,WX,2,Household
31449,AB,0,Household
31450,EF,2,Household
31451,QR,1,Household
31452,EF,1,Household
31453,ST,1,Household
31454,IJ,1,Household
31455,YZ,0,Household
31456,ST,0,Household
31457,ST,1,Household
31458,AB,4,Household
31459,MN,2,Household
31460,IJ,1,Household
31461,WX,0,Household
31462,YZ,0,Insurance
31463,KL,0,Household
31468,IJ,0,Household
31469,ST,0,Household
31470,IJ,0,Household
31471,IJ,0,Insurance
31472,EF,0,Household
31473,ST,3,Household
31474,IJ,0,Leasing
31475,UV,2,Household
31476,CD,0,Household
31477,WX,0,Insurance
31478,IJ,0,Household
31479,GH,0,Household
31480,ST,0,Household
31481,EF,0,Household
31482,CD,0,Household
31483,UV,1,Loan
31484,ST,4,Household
31487,KL,1,Household
31488,CD,1,Household
31489,OP,0,Household
31490,MN,0,Household
31491,ST,0,Insurance
31492,GH,0,Household
31493,AB,1,Household
31494,ST,0,Insurance
31495,AB,0,Household
31496,MN,1,Household
31497,YZ,0,Insurance
31500,GH,1,Leasing
31501,QR,2,Household
31502,OP,2,Household
31503,QR,1,Household
31504,QR,0,Household
31505,UV,0,Household
31506,WX,0,Household
31507,IJ,0,Household
31508,YZ,2,Household
31509,MN,1,Household
31510,GH,0,Household
31511,AB,2,Household
31513,EF,0,Household
31514,CD,1,Loan
31515,CD,1,Leasing
31516,IJ,4,Household
31518,QR,1,Household
31519,WX,2,Household
31520,QR,1,Household
31521,ST,0,Household
31522,OP,0,Household
31523,AB,0,Insurance
31524,GH,0,Household
31525,MN,0,Household
31526,ST,0,Household
31527,IJ,0,Household
31528,IJ,0,Insurance
31529,IJ,0,Household
31530,QR,1,Household
31531,UV,2,Household
31532,YZ,0,Household
31533,YZ,0,Household
31534,AB,0,Household
31535,EF,0,Insurance
31536,IJ,0,Household
31537,GH,1,Household
31538,YZ,0,Loan
31539,OP,2,Household
31540,CD,2,Loan
31541,KL,0,Household
31542,UV,0,Household
31543,UV,1,Household
31544,UV,1,Household
31545,OP,0,Leasing
31546,ST,2,Household
31547,CD,0,Leasing
31553,ST,1,Household
31554,EF,0,Household
31555,OP,0,Household
31556,UV,1,Household
31557,MN,1,Leasing
31558,EF,2,Household
31560,QR,0,Household
31561,YZ,0,Household
31562,WX,0,Household
31563,CD,0,Household
31564,ST,3,Household
31565,QR,2,Household
31566,AB,0,Household
31567,IJ,0,Household
31568,EF,1,Household
31569,AB,1,Household
31570,CD,2,Household
31571,YZ,0,Household
31572,MN,0,Insurance
31573,MN,1,Household
31574,OP,0,Household
31575,QR,0,Household
31576,IJ,0,Household
31577,YZ,1,Household
31578,OP,0,Household
31579,KL,4,Household
31580,QR,0,Household
31581,WX,1,Loan
31582,EF,0,Household
31583,KL,0,Household
31584,KL,0,Household
31585,GH,0,Insurance
31586,YZ,0,Household
31587,AB,0,Household
31588,GH,0,Household
31589,IJ,0,Household
31590,MN,0,Household
31591,EF,1,Household
31592,OP,0,Leasing
31593,KL,1,Household
31594,KL,0,Household
31595,MN,0,Insurance
31596,KL,0,Household
31597,WX,1,Household
31598,CD,0,Household
31601,CD,0,Leasing
31602,OP,2,Household
31603,KL,0,Household
31604,EF,0,Household
31605,GH,0,Household
31606,IJ,1,Household
31607,MN,0,Household
31608,AB,2,Household
31609,GH,0,Household
31610,AB,0,Insurance
31611,WX,0,Household
31612,YZ,1,Household
31613,ST,0,Loan
31614,EF,1,Household
31615,GH,1,Household
31616,OP,0,Household
31617,IJ,2,Household
31618,OP,1,Household
31619,UV,0,Household
31620,WX,1,Household
31621,UV,3,Loan
31622,ST,2,Household
31623,OP,0,Leasing
31624,UV,3,Household
31625,EF,1,Household
31626,QR,0,Household
31627,OP,3,Household
31628,OP,0,Leasing
31629,YZ,2,Household
31630,AB,0,Household
31631,QR,1,Household
31632,OP,0,Insurance
31633,GH,0,Household
31634,ST,0,Household
31635,WX,0,Household
31636,IJ,0,Household
31637,CD,0,Household
31638,QR,0,Insurance
31639,YZ,0,Household
31640,ST,0,Household
31641,UV,1,Household
31642,YZ,0,Household
31643,GH,1,Household
31644,CD,0,Household
31645,IJ,3,Household
31646,WX,0,Household
31647,QR,0,Household
31648,QR,1,Household
31649,EF,1,Loan
31651,QR,1,Loan
31652,MN,0,Household
31653,YZ,0,Household
31654,QR,0,Insurance
31655,WX,1,Household
31658,AB,2,Household
31661,EF,2,Household
31662,ST,0,Household
31663,UV,0,Household
31664,ST,4,Household
31665,IJ,3,Household
31668,IJ,1,Household
31669,UV,1,Household
31670,UV,0,Leasing
31671,CD,0,Household
31672,IJ,3,Household
31673,ST,0,Household
31674,KL,0,Household
31675,MN,0,Household
31676,UV,1,Household
31677,MN,0,Household
31678,OP,1,Household
31679,ST,1,Household
31680,AB,0,Household
31681,CD,0,Household
31682,MN,1,Household
31683,WX,0,Leasing
31684,OP,2,Household
31685,QR,1,Household
31686,QR,0,Household
31687,EF,0,Household
31688,IJ,0,Household
31689,ST,0,Household
31690,UV,0,Leasing
31691,KL,2,Household
31692,YZ,1,Household
31693,CD,0,Household
31694,UV,0,Insurance
31695,OP,0,Leasing
31696,CD,0,Household
31697,WX,0,Household
31698,EF,0,Household
31699,AB,0,Household
31700,AB,0,Household
31701,OP,0,Insurance
31702,WX,1,Household
31703,WX,0,Household
31704,YZ,0,Insurance
31705,OP,0,Household
31706,UV,0,Household
31707,CD,2,Household
31708,EF,1,Insurance
31709,WX,1,Household
31710,WX,0,Household
31711,YZ,0,Insurance
31712,UV,0,Leasing
31717,UV,0,Household
31718,AB,2,Household
31719,EF,2,Household
31720,IJ,1,Household
31721,GH,0,Household
31722,CD,1,Household
31723,WX,3,Household
31724,KL,0,Household
31725,KL,0,Household
31726,QR,0,Insurance
31727,UV,0,Household
31728,CD,1,Household
31729,UV,2,Loan
31730,AB,1,Household
31731,CD,0,Household
31732,QR,2,Loan
31733,ST,0,Household
31734,EF,1,Household
31735,KL,0,Household
31736,ST,1,Household
31737,WX,0,Household
31738,ST,0,Insurance
31739,GH,0,Household
31740,AB,2,Household
31741,AB,0,Household
31742,AB,0,Insurance
31743,QR,0,Household
31744,GH,0,Household
31745,MN,0,Household
31746,WX,1,Household
31747,AB,0,Household
31748,CD,0,Insurance
31752,KL,0,Household
31753,OP,0,Household
31754,GH,0,Household
31755,CD,1,Household
31756,WX,2,Household
31757,OP,0,Household
31758,WX,1,Household
31759,YZ,1,Household
31760,AB,0,Household
31761,GH,0,Household
31762,WX,0,Household
31763,MN,0,Household
31764,CD,2,Loan
31765,CD,2,Household
31766,EF,1,Household
31767,GH,3,Household
31768,AB,1,Household
31769,KL,0,Household
31770,UV,2,Household
31771,UV,0,Household
31772,IJ,1,Household
31773,GH,1,Household
31774,CD,1,Household
31775,QR,1,Household
31776,AB,0,Household
31777,AB,0,Household
31778,EF,0,Household
31779,ST,1,Household
31780,ST,0,Household
31781,UV,2,Household
31782,KL,0,Household
31783,IJ,0,Household
31784,UV,3,Household
31785,CD,0,Household
31786,GH,0,Household
31787,GH,0,Household
31788,GH,0,Household
31789,CD,0,Insurance
31790,EF,0,Household
31791,AB,0,Household
31792,WX,1,Household
31793,WX,1,Household
31794,ST,0,Household
31795,OP,0,Leasing
31796,CD,0,Household
31797,EF,1,Household
31798,ST,1,Household
31799,KL,0,Household
31800,GH,0,Household
31801,AB,0,Loan
31802,QR,3,Household
31806,UV,1,Household
31807,UV,0,Leasing
31808,ST,2,Household
31809,MN,0,Household
31810,QR,0,Insurance
31811,UV,1,Household
31816,EF,0,Household
31817,IJ,0,Household
31818,GH,0,Insurance
31819,EF,3,Household
31820,ST,2,Household
31821,QR,0,Household
31822,OP,0,Household
31823,GH,0,Household
31824,YZ,0,Insurance
31825,IJ,1,Household
31826,OP,3,Household
31827,IJ,0,Leasing
31828,WX,1,Household
31829,EF,1,Household
31830,IJ,1,Household
31831,GH,1,Household
31832,IJ,1,Loan
31833,YZ,4,Household
31834,OP,0,Household
31835,UV,0,Household
31836,AB,0,Household
31837,QR,0,Household
31838,OP,0,Leasing
31843,UV,3,Household
31844,QR,0,Household
31845,IJ,0,Household
31846,UV,1,Household
31847,EF,0,Household
31848,AB,0,Household
31849,IJ,1,Household
31850,UV,1,Household
31851,WX,0,Household
31852,QR,0,Household
31853,AB,0,Household
31854,YZ,0,Household
31855,ST,1,Household
31856,AB,0,Household
31857,WX,1,Household
31858,GH,0,Household
31861,IJ,1,Household
31862,IJ,0,Household
31863,OP,0,Household
31864,ST,1,Household
31865,QR,2,Household
31866,UV,2,Household
31867,AB,0,Household
31868,YZ,0,Insurance
31869,WX,0,Household
31870,UV,1,Household
31871,MN,0,Insurance
31872,GH,0,Leasing
31873,ST,2,Household
31874,UV,0,Household
31875,YZ,0,Household
31877,OP,0,Household
31878,MN,0,Household
31879,YZ,1,Household
31880,EF,0,Household
31881,QR,0,Household
31884,WX,0,Leasing
31885,AB,3,Household
31886,AB,4,Household
31887,QR,0,Household
31888,QR,0,Household
31889,AB,0,Household
31890,CD,0,Insurance
31891,UV,3,Household
31892,CD,1,Loan
31893,IJ,1,Household
31894,EF,0,Household
31895,AB,2,Household
31896,ST,1,Leasing
31897,MN,2,Household
31898,QR,1,Household
31899,CD,1,Household
31900,KL,1,Household
31901,KL,1,Household
31902,QR,0,Household
31903,YZ,0,Leasing
31904,KL,2,Household
31905,IJ,1,Household
31906,WX,1,Household
31907,MN,1,Household
31908,ST,0,Household
31909,KL,0,Household
31910,KL,0,Household
31911,CD,0,Insurance
31912,WX,0,Household
31913,MN,1,Household
31914,OP,1,Household
31915,ST,0,Household
31916,ST,0,Household
31917,CD,2,Loan
31918,AB,4,Household
31919,UV,0,Household
31920,EF,1,Household
31921,AB,0,Household
31922,YZ,1,Household
31923,GH,1,Insurance
31924,ST,0,Household
31925,QR,0,Household
31926,AB,1,Household
31927,OP,0,Household
31928,EF,0,Insurance
31929,UV,0,Household
31930,QR,0,Household
31931,EF,0,Household
31932,ST,1,Insurance
31933,OP,1,Household
31934,YZ,2,Household
31935,WX,0,Household
31936,QR,0,Household
31937,WX,2,Household
31938,UV,1,Leasing
31939,UV,1,Household
31940,UV,3,Household
31941,MN,1,Household
31942,GH,1,Household
31943,QR,0,Household
31944,MN,0,Household
31945,GH,3,Household
31946,WX,0,Household
31947,IJ,0,Household
31948,IJ,1,Household
31949,EF,0,Household
31950,KL,1,Household
31951,MN,0,Household
31952,MN,0,Household
31956,AB,1,Leasing
31957,MN,3,Household
31958,MN,1,Household
31959,OP,1,Household
31964,GH,2,Household
31965,IJ,3,Household
31966,ST,0,Household
31967,EF,0,Household
31968,WX,0,Household
31969,GH,0,Household
31970,WX,0,Household
31971,AB,1,Household
31972,EF,1,Household
31973,ST,0,Insurance
31974,CD,0,Household
31975,QR,1,Household
31976,MN,0,Insurance
31977,QR,2,Loan
31978,UV,0,Household
31979,QR,1,Household
31980,CD,1,Household
31981,EF,0,Household
31982,KL,1,Household
31983,EF,0,Household
31984,YZ,0,Insurance
31985,OP,0,Household
31986,CD,0,Loan
31987,ST,0,Household
31988,KL,0,Household
31989,IJ,0,Insurance
31990,EF,2,Household
31991,GH,1,Household
31992,WX,1,Loan
31993,IJ,4,Household
31994,ST,0,Household
31995,AB,0,Household
31996,QR,0,Household
31997,YZ,1,Household
31998,WX,0,Loan
31999,YZ,0,Household
32000,AB,0,Household
32001,AB,0,Insurance
32002,YZ,1,Household
32003,KL,1,Household
32004,EF,0,Household
32005,IJ,0,Insurance
32006,UV,1,Household
32007,EF,1,Household
32008,EF,2,Household
32009,EF,0,Household
32010,IJ,0,Household
32011,QR,2,Household
32012,EF,2,Loan
32014,KL,0,Household
32015,ST,0,Household
32016,ST,2,Household
32017,IJ,0,Household
32018,IJ,1,Household
32019,ST,0,Leasing
32020,ST,0,Household
32021,MN,0,Household
32022,CD,0,Insurance
32023,IJ,0,Household
32024,MN,1,Household
32025,UV,0,Household
32026,AB,0,Household
32027,CD,1,Household
32028,ST,1,Household
32029,AB,0,Household
32030,MN,0,Household
32031,YZ,1,Insurance
32032,MN,0,Household
32033,KL,1,Household
32034,EF,0,Household
32035,OP,1,Loan
32036,QR,1,Household
32037,YZ,1,Household
32038,AB,0,Insurance
32039,UV,0,Household
32040,CD,0,Household
32041,AB,0,Household
32042,YZ,0,Household
32043,YZ,0,Leasing
32044,OP,1,Household
32045,UV,0,Household
32046,YZ,1,Household
32047,QR,2,Loan
32048,KL,2,Household
32049,WX,0,Household
32050,WX,2,Insurance
32051,ST,1,Household
32052,EF,1,Loan
32053,ST,1,Household
32054,KL,2,Household
32055,KL,0,Household
32056,EF,0,Household
32057,GH,0,Household
32058,QR,1,Household
32059,QR,1,Household
32060,OP,2,Household
32061,QR,1,Household
32062,MN,0,Household
32063,CD,3,Household
32064,UV,1,Loan
32065,OP,0,Household
32066,MN,0,Household
32067,UV,2,Insurance
32068,WX,2,Household
32069,IJ,3,Household
32070,IJ,0,Household
32071,QR,0,Household
32072,AB,0,Household
32073,CD,3,Household
32074,QR,0,Household
32075,ST,0,Household
32076,OP,3,Household
32077,EF,0,Household
32078,KL,0,Leasing
32079,EF,1,Household
32080,UV,0,Household
32081,WX,0,Insurance
32082,YZ,0,Household
32083,UV,1,Household
32084,YZ,2,Household
