transaction_id,type,operation,amount2,balance
617417,Credit,cic,0,0
617423,Withdrawal,Remittance,0,0
617424,Withdrawal,Remittance,0,0
617425,Withdrawal,Remittance,0,0
617426,Withdrawal,Remittance,0,0
617427,Withdrawal,Remittance,0,0
617428,Withdrawal,Remittance,0,0
617429,Withdrawal,Remittance,0,0
617430,Withdrawal,Remittance,0,0
617431,Withdrawal,Remittance,0,0
617432,Withdrawal,Remittance,0,0
617433,Withdrawal,Remittance,0,0
617434,Withdrawal,Remittance,0,0
617435,Withdrawal,Remittance,0,0
617436,Withdrawal,Remittance,0,0
617437,Withdrawal,Remittance,0,0
617438,Withdrawal,Remittance,0,0
617439,Withdrawal,Remittance,0,0
617440,Withdrawal,Remittance,0,0
617441,Withdrawal,Remittance,0,0
617442,Withdrawal,Remittance,0,0
617443,Withdrawal,Remittance,0,0
617444,Withdrawal,Remittance,0,0
617445,Withdrawal,Remittance,0,0
617446,Withdrawal,Remittance,0,0
617447,Withdrawal,Remittance,0,0
617448,Withdrawal,Remittance,0,0
617449,Withdrawal,Remittance,0,0
617450,Withdrawal,Remittance,0,0
617451,Withdrawal,Remittance,0,0
617452,Withdrawal,Remittance,0,0
617453,Withdrawal,Remittance,0,0
617459,Withdrawal,cw,0,0
617460,Withdrawal,cw,0,0
617461,Withdrawal,cw,0,0
617462,Withdrawal,cw,0,0
617463,Withdrawal,Remittance,0,0
617464,Withdrawal,Remittance,0,0
617465,Withdrawal,Remittance,0,0
617466,Withdrawal,Remittance,0,0
617467,Withdrawal,Remittance,0,0
617468,Withdrawal,Remittance,0,0
617469,Withdrawal,Remittance,0,0
617470,Withdrawal,Remittance,0,0
617471,Withdrawal,Remittance,0,0
617472,Withdrawal,Remittance,0,0
617473,Withdrawal,Remittance,0,0
617474,Withdrawal,Remittance,0,0
617475,Withdrawal,cw,0,0
617476,Withdrawal,cw,0,0
617477,Withdrawal,cw,0,0
617478,Withdrawal,cw,0,0
617479,Withdrawal,cw,0,0
617480,Withdrawal,cw,0,0
617481,Withdrawal,cw,0,0
617482,Withdrawal,cw,0,0
617483,Withdrawal,cw,0,0
617484,Withdrawal,cw,0,0
617485,Withdrawal,cw,0,0
617486,Withdrawal,cw,0,0
617487,Withdrawal,cw,0,0
617488,Withdrawal,cw,0,0
617489,Withdrawal,cw,0,0
617492,Withdrawal,cw,0,0
617493,Withdrawal,cw,0,0
617494,Withdrawal,cw,0,0
617495,Withdrawal,cw,0,0
617498,Withdrawal,cw,0,0
617499,Withdrawal,cw,0,0
617501,Withdrawal,cw,0,0
617503,Withdrawal,cw,0,0
617506,Withdrawal,cw,0,0
617514,Withdrawal,cw,0,0
617515,Withdrawal,cw,0,0
617516,Withdrawal,cw,0,0
617517,Withdrawal,cw,0,0
617518,Withdrawal,cw,0,0
617519,Withdrawal,cw,0,0
617520,Withdrawal,cw,0,0
617521,Withdrawal,cw,0,0
617522,Withdrawal,cw,0,0
617523,Withdrawal,cw,0,0
617524,Withdrawal,cw,0,0
617525,Withdrawal,cw,0,0
617526,Withdrawal,cw,0,0
617527,Withdrawal,cw,0,0
617528,Withdrawal,cw,0,0
617529,Withdrawal,cw,0,0
617530,Withdrawal,cw,0,0
617531,Withdrawal,cw,0,0
617532,Withdrawal,cw,0,0
617533,Withdrawal,cw,0,0
617534,Withdrawal,cw,0,0
617535,Withdrawal,cw,0,0
617536,Withdrawal,cw,0,0
617537,Withdrawal,cw,0,0
617538,Withdrawal,cw,0,0
617539,Withdrawal,cw,0,0
617540,Withdrawal,cw,0,0
617541,Withdrawal,cw,0,0
617542,Withdrawal,cw,0,0
617543,Withdrawal,cw,0,0
617544,Credit,cic,0,0
617545,Withdrawal,cw,0,0
617546,Withdrawal,cw,0,0
617547,Withdrawal,cw,0,0
617548,Withdrawal,cw,0,0
617549,Withdrawal,cw,0,0
617550,Withdrawal,cw,0,0
617551,Withdrawal,cw,0,0
617552,Withdrawal,cw,0,0
617553,Withdrawal,cw,0,0
617554,Withdrawal,cw,0,0
617555,Withdrawal,cw,0,0
617556,Withdrawal,cw,0,0
619688,Credit,cic,0,0
619689,Credit,cic,1,1
619690,Credit,cic,0,1
619691,Credit,cic,1,1
619692,Credit,cic,0,1
619693,Credit,cic,0,0
619694,Credit,cic,1,1
619695,Credit,cic,1,1
619696,Credit,cic,2,1
619697,Credit,cic,1,1
619698,Credit,cic,2,1
619699,Credit,cic,0,0
619700,Credit,cic,0,0
619701,Credit,cic,1,0
619702,Credit,cic,0,0
619715,Withdrawal,cw,0,0
619716,Withdrawal,cw,0,1
619717,Withdrawal,cw,0,0
619718,Withdrawal,cw,0,0
619719,Withdrawal,cw,0,0
619720,Withdrawal,cw,0,0
619721,Withdrawal,cw,0,0
619722,Withdrawal,Remittance,0,0
619723,Withdrawal,Remittance,0,1
619724,Withdrawal,Remittance,0,0
619725,Withdrawal,Remittance,0,1
619726,Withdrawal,Remittance,0,0
619727,Withdrawal,Remittance,0,0
619728,Withdrawal,Remittance,0,0
619729,Withdrawal,Remittance,0,0
619730,Withdrawal,Remittance,0,0
619731,Withdrawal,Remittance,0,0
619732,Withdrawal,Remittance,0,1
619733,Withdrawal,Remittance,0,0
619734,Withdrawal,cw,0,0
619735,Withdrawal,cw,0,0
619736,Withdrawal,cw,0,0
619737,Withdrawal,cw,0,0
619738,Withdrawal,cw,0,0
619751,Withdrawal,Remittance,0,0
619752,Withdrawal,Remittance,0,1
619753,Withdrawal,Remittance,0,0
619754,Withdrawal,Remittance,0,0
619755,Withdrawal,Remittance,0,0
619756,Withdrawal,Remittance,0,0
619757,Withdrawal,Remittance,0,0
619758,Withdrawal,Remittance,0,0
619759,Withdrawal,Remittance,0,1
619760,Withdrawal,Remittance,0,0
619761,Withdrawal,Remittance,0,1
619762,Withdrawal,Remittance,0,1
619763,Withdrawal,Remittance,0,0
619764,Withdrawal,Remittance,0,0
619765,Withdrawal,Remittance,0,0
619766,Withdrawal,Remittance,0,0
619767,Withdrawal,Remittance,0,0
619768,Withdrawal,Remittance,0,0
619769,Withdrawal,Remittance,0,0
619770,Withdrawal,Remittance,0,0
619771,Withdrawal,Remittance,0,0
619772,Withdrawal,Remittance,0,0
619773,Withdrawal,Remittance,0,0
619774,Withdrawal,Remittance,0,0
619787,Withdrawal,Remittance,0,0
619788,Withdrawal,Remittance,0,1
619789,Withdrawal,Remittance,0,0
619790,Withdrawal,Remittance,0,0
619791,Withdrawal,Remittance,0,0
619792,Withdrawal,Remittance,0,0
619793,Withdrawal,Remittance,0,0
619794,Withdrawal,Remittance,0,0
619795,Withdrawal,Remittance,0,1
619796,Withdrawal,Remittance,0,0
619797,Withdrawal,Remittance,0,1
619798,Withdrawal,Remittance,0,0
619799,Withdrawal,Remittance,0,0
619800,Withdrawal,Remittance,0,0
619801,Withdrawal,Remittance,0,0
619802,Withdrawal,Remittance,0,0
619803,Withdrawal,Remittance,0,0
619804,Withdrawal,Remittance,0,1
619805,Withdrawal,Remittance,0,0
619806,Withdrawal,Remittance,0,0
619807,Withdrawal,Remittance,0,0
619808,Withdrawal,Remittance,0,0
619809,Withdrawal,Remittance,0,0
619810,Withdrawal,Remittance,0,0
619822,VYBER,cw,0,0
619824,VYBER,cw,0,0
619833,Withdrawal,cw,0,0
619834,Withdrawal,cw,0,0
619842,Withdrawal,ccw,0,0
619845,Withdrawal,cw,0,0
619847,Withdrawal,cw,0,0
619849,Withdrawal,ccw,0,0
619850,Withdrawal,cw,0,0
619851,Withdrawal,cw,0,0
619865,Withdrawal,cw,0,1
619866,Withdrawal,cw,0,0
619867,Withdrawal,cw,0,0
619868,Withdrawal,cw,0,0
619869,Withdrawal,cw,0,0
619870,Withdrawal,cw,0,0
619871,Withdrawal,cw,0,0
619872,Withdrawal,cw,0,1
619873,Withdrawal,cw,0,1
619874,Withdrawal,cw,0,0
619875,Withdrawal,cw,0,1
619876,Withdrawal,cw,0,0
619877,Withdrawal,cw,0,0
619878,Withdrawal,cw,0,0
619879,Withdrawal,cw,0,0
619880,Withdrawal,cw,0,0
619881,Withdrawal,cw,0,0
619882,Withdrawal,cw,0,0
619883,Withdrawal,cw,0,0
619884,Withdrawal,cw,0,0
619885,Withdrawal,cw,0,0
619886,Withdrawal,cw,0,0
619887,Withdrawal,cw,0,0
619898,Withdrawal,cw,0,0
619899,Withdrawal,cw,0,0
619900,Credit,cic,0,0
619901,Credit,cic,0,0
619902,Credit,cic,0,0
619903,Credit,cic,0,0
619904,Withdrawal,cw,0,0
619905,Credit,cic,0,0
619906,Withdrawal,cw,0,0
619907,Credit,cic,0,0
619908,Withdrawal,cw,0,1
619909,Credit,cic,0,0
619910,Credit,cic,0,0
619911,Credit,cic,0,0
619912,Withdrawal,cw,0,0
619913,Credit,cic,0,0
619914,Credit,cic,0,0
619915,Withdrawal,cw,0,0
619916,Credit,cic,0,0
619917,Withdrawal,ccw,0,0
619918,Credit,cic,0,0
619919,Withdrawal,cw,0,1
619920,Credit,cic,0,0
619921,Credit,cic,0,0
625070,Credit,cic,0,1
625071,Credit,cic,0,0
625072,Credit,cic,0,0
625073,Credit,cic,0,0
625074,Credit,cic,0,0
625075,Credit,cic,0,0
625076,Credit,cic,0,0
625077,Credit,cic,0,0
625078,Credit,cic,0,0
625079,Credit,cic,0,0
625080,Credit,cic,0,0
625081,Credit,cic,0,0
625082,Credit,cic,0,0
625083,Credit,cic,0,0
625084,Credit,cic,0,0
625085,Credit,cic,0,0
625086,Credit,cic,0,0
625087,Credit,cic,0,1
625088,Credit,cic,0,0
625089,Credit,cic,0,0
625090,Credit,cic,0,1
625091,Credit,cic,0,1
625092,Credit,cic,0,1
625093,Credit,cic,0,1
625106,Withdrawal,Remittance,0,0
625107,Withdrawal,Remittance,0,0
625108,Withdrawal,Remittance,0,0
625109,Withdrawal,Remittance,0,0
625110,Withdrawal,Remittance,0,0
625111,Withdrawal,Remittance,0,0
625112,Withdrawal,Remittance,0,0
625113,Withdrawal,Remittance,0,0
625114,Withdrawal,Remittance,0,0
625115,Withdrawal,Remittance,0,0
625116,Withdrawal,Remittance,0,0
625117,Withdrawal,Remittance,0,0
625118,Withdrawal,Remittance,0,0
625119,Withdrawal,Remittance,0,0
625120,Withdrawal,Remittance,0,0
625121,Withdrawal,Remittance,0,0
625122,Withdrawal,Remittance,0,0
625123,Withdrawal,Remittance,0,0
625124,Withdrawal,Remittance,0,0
625125,Withdrawal,Remittance,0,0
625126,Withdrawal,Remittance,0,0
625127,Withdrawal,Remittance,0,0
625128,Withdrawal,Remittance,0,1
625129,Withdrawal,Remittance,0,1
625142,Withdrawal,Remittance,0,0
625143,Withdrawal,Remittance,0,0
625144,Withdrawal,Remittance,0,0
625145,Withdrawal,Remittance,0,0
625146,Withdrawal,Remittance,0,0
625147,Withdrawal,Remittance,0,0
625148,Withdrawal,Remittance,0,0
625149,Withdrawal,Remittance,0,0
625150,Withdrawal,Remittance,0,0
625151,Withdrawal,Remittance,0,0
625152,Withdrawal,Remittance,0,0
625153,Withdrawal,Remittance,0,0
625154,Withdrawal,Remittance,0,0
625155,Withdrawal,Remittance,0,0
625156,Withdrawal,Remittance,0,0
625157,Withdrawal,Remittance,0,0
625158,Withdrawal,Remittance,0,0
625159,Withdrawal,Remittance,0,1
625160,Withdrawal,Remittance,0,0
625161,Withdrawal,Remittance,0,0
625162,Withdrawal,Remittance,0,0
625163,Withdrawal,Remittance,0,0
625164,Withdrawal,Remittance,0,1
625165,Withdrawal,Remittance,0,1
625178,Withdrawal,cw,0,0
625179,Withdrawal,cw,0,0
625180,Withdrawal,cw,0,0
625181,Withdrawal,Remittance,0,0
625182,Withdrawal,Remittance,0,0
625183,Withdrawal,Remittance,0,0
625184,Withdrawal,Remittance,0,0
625185,Withdrawal,Remittance,0,0
625186,Withdrawal,Remittance,0,0
625187,Withdrawal,Remittance,0,0
625188,Withdrawal,Remittance,0,0
625189,Withdrawal,Remittance,0,0
625190,Withdrawal,Remittance,0,0
625191,Withdrawal,Remittance,0,0
625192,Withdrawal,Remittance,0,0
625193,Withdrawal,Remittance,0,0
625194,Withdrawal,Remittance,0,0
625195,Withdrawal,Remittance,0,0
625196,Withdrawal,Remittance,0,0
625197,Withdrawal,Remittance,0,0
625198,Withdrawal,Remittance,0,0
625199,Withdrawal,Remittance,0,0
625200,Withdrawal,Remittance,0,1
625201,Withdrawal,Remittance,0,1
625203,Withdrawal,cw,0,0
625204,Withdrawal,cw,0,0
625206,Withdrawal,cw,0,0
625207,Withdrawal,cw,0,0
625209,Withdrawal,cw,0,0
625210,Withdrawal,cw,0,1
625215,Withdrawal,cw,0,0
625216,Withdrawal,cw,0,0
625217,Withdrawal,cw,0,0
625218,Withdrawal,cw,0,0
625219,Withdrawal,cw,0,0
625220,Withdrawal,cw,0,0
625221,Withdrawal,cw,0,0
625222,Withdrawal,cw,0,0
625223,Withdrawal,cw,0,0
625224,Withdrawal,cw,0,0
625225,Withdrawal,cw,0,0
625239,Withdrawal,cw,0,0
625240,Withdrawal,cw,0,0
625241,Withdrawal,cw,0,0
625242,Withdrawal,cw,0,0
625243,Withdrawal,cw,0,0
625244,Withdrawal,cw,0,0
625245,Withdrawal,cw,0,0
625246,Withdrawal,cw,0,0
625247,Withdrawal,cw,0,0
625248,Withdrawal,cw,0,0
625249,Withdrawal,cw,0,0
625250,Withdrawal,cw,0,0
625251,Withdrawal,cw,0,0
625252,Withdrawal,cw,0,0
625253,Withdrawal,cw,0,0
625254,Withdrawal,cw,0,0
625255,Withdrawal,cw,0,0
625256,Withdrawal,cw,0,0
625257,Withdrawal,cw,0,0
625258,Withdrawal,cw,0,0
625259,Withdrawal,cw,0,0
625260,Withdrawal,cw,0,0
625261,Withdrawal,cw,0,0
625266,Withdrawal,cw,0,0
625267,Withdrawal,cw,0,0
625268,Withdrawal,cw,0,0
625269,Withdrawal,cw,0,0
625270,Withdrawal,cw,0,0
625271,Withdrawal,cw,0,0
625272,Withdrawal,cw,0,0
625273,Withdrawal,cw,0,0
625274,Withdrawal,cw,0,0
625275,Withdrawal,cw,0,0
625276,Withdrawal,cw,0,0
625277,Withdrawal,cw,0,0
625278,Withdrawal,cw,0,0
625279,Withdrawal,cw,0,0
625280,Withdrawal,cw,0,0
625281,Withdrawal,cw,0,0
625282,Withdrawal,cw,0,0
625283,Withdrawal,cw,0,0
625284,Withdrawal,cw,0,0
625285,Withdrawal,cw,0,0
625286,Withdrawal,cw,0,0
625287,Withdrawal,cw,0,0
625288,Withdrawal,cw,0,0
625289,Withdrawal,cw,0,0
627157,Credit,cic,0,1
627158,Credit,cic,0,0
627159,Credit,cic,0,0
627160,Credit,cic,0,0
627161,Credit,cic,0,0
627162,Credit,cic,1,1
627163,Credit,cic,0,0
627164,Credit,cic,0,0
627165,Credit,cic,0,0
627166,Credit,cic,0,0
627167,Credit,cic,0,0
627168,Credit,cic,1,0
627182,Withdrawal,Remittance,0,0
627183,Withdrawal,Remittance,0,0
627184,Withdrawal,Remittance,0,0
627185,Withdrawal,Remittance,0,0
627186,Withdrawal,Remittance,0,0
627187,Withdrawal,Remittance,0,0
627188,Withdrawal,Remittance,0,0
627189,Withdrawal,Remittance,0,0
627190,Withdrawal,Remittance,0,0
627191,Withdrawal,Remittance,0,0
627192,Withdrawal,Remittance,0,0
627206,Withdrawal,cw,0,0
627207,Withdrawal,Remittance,0,0
627208,Withdrawal,Remittance,0,0
627209,Withdrawal,Remittance,0,0
627210,Withdrawal,Remittance,0,0
627211,Withdrawal,Remittance,0,0
627212,Withdrawal,Remittance,0,0
627213,Withdrawal,Remittance,0,0
627214,Withdrawal,Remittance,0,0
627215,Withdrawal,Remittance,0,0
627216,Withdrawal,Remittance,0,0
627218,Withdrawal,cw,2,0
627220,Withdrawal,cw,0,1
627222,Withdrawal,cw,0,0
627226,Withdrawal,cw,0,0
627227,Withdrawal,cw,0,0
627228,Withdrawal,cw,0,0
627229,Withdrawal,cw,0,0
627230,Withdrawal,cw,0,0
627244,Withdrawal,cw,0,0
627245,Withdrawal,cw,0,0
627246,Withdrawal,cw,0,0
627247,Withdrawal,cw,0,0
627248,Withdrawal,cw,0,0
627249,Withdrawal,cw,0,0
627250,Withdrawal,cw,0,0
627251,Withdrawal,cw,0,0
627252,Withdrawal,cw,0,0
627253,Withdrawal,cw,0,0
627254,Withdrawal,cw,0,0
627259,Withdrawal,cw,0,0
627260,Withdrawal,cw,0,0
627261,Withdrawal,cw,0,0
627262,Withdrawal,cw,0,0
627263,Withdrawal,cw,0,0
627264,Credit,cic,0,0
627265,Credit,cic,0,0
627266,Withdrawal,cw,0,0
627267,Withdrawal,cw,0,0
627268,Withdrawal,cw,0,0
627269,Withdrawal,cw,0,0
627270,Withdrawal,cw,0,0
627287,Credit,cic,0,0
627289,Credit,cic,1,0
627290,Credit,cic,1,1
627291,Credit,cic,1,0
627292,Credit,cic,1,1
627293,Credit,cic,1,1
627294,Credit,cic,1,1
627295,Credit,cic,1,1
627296,Credit,cic,1,1
627297,Credit,cic,1,1
627298,Credit,cic,1,0
627299,Credit,cic,1,1
627300,Credit,cic,1,0
627301,Credit,cic,1,0
627302,Credit,cic,1,0
627303,Credit,cic,1,0
627304,Credit,cic,1,0
627305,Credit,cic,1,1
627306,Credit,cic,1,0
627307,Credit,cic,1,0
627308,Credit,cic,1,0
627309,Credit,cic,1,0
627310,Credit,cic,1,0
627311,Credit,cic,1,0
627312,Credit,cic,1,0
627313,Credit,cic,1,0
627314,Credit,cic,1,0
627315,Credit,cic,1,0
627316,Credit,cic,1,0
627317,Credit,cic,1,0
627318,Credit,cic,1,0
627319,Credit,cic,1,0
627320,Credit,cic,1,0
627321,Credit,cic,1,0
627322,Credit,cic,1,0
627323,Credit,cic,1,0
627329,Withdrawal,Remittance,0,1
627330,Withdrawal,Remittance,0,1
627331,Withdrawal,Remittance,0,0
627332,Withdrawal,Remittance,0,0
627333,Withdrawal,Remittance,0,0
627334,Withdrawal,Remittance,0,0
627335,Withdrawal,Remittance,0,0
627336,Withdrawal,Remittance,0,0
627337,Withdrawal,Remittance,0,0
627338,Withdrawal,Remittance,0,0
627339,Withdrawal,Remittance,0,0
627340,Withdrawal,Remittance,0,0
627341,Withdrawal,Remittance,0,0
627342,Withdrawal,Remittance,0,0
627343,Withdrawal,Remittance,0,0
627344,Withdrawal,Remittance,0,0
627345,Withdrawal,Remittance,0,0
627346,Withdrawal,Remittance,0,0
627347,Withdrawal,Remittance,0,0
627348,Withdrawal,Remittance,0,0
627349,Withdrawal,Remittance,0,0
627350,Withdrawal,Remittance,0,0
627351,Withdrawal,Remittance,0,0
627352,Withdrawal,Remittance,0,0
627353,Withdrawal,Remittance,0,0
627354,Withdrawal,Remittance,0,0
627355,Withdrawal,Remittance,0,0
627356,Withdrawal,Remittance,0,0
627357,Withdrawal,Remittance,0,0
627358,Withdrawal,Remittance,0,0
627359,Withdrawal,Remittance,0,0
627366,Withdrawal,cw,0,1
627367,Withdrawal,cw,0,1
627368,Withdrawal,Remittance,0,0
627369,Withdrawal,Remittance,0,0
627370,Withdrawal,Remittance,0,0
627371,Withdrawal,Remittance,0,0
627372,Withdrawal,Remittance,0,0
627373,Withdrawal,Remittance,0,0
627374,Withdrawal,Remittance,0,0
627375,Withdrawal,Remittance,0,0
627376,Withdrawal,Remittance,0,0
627377,Withdrawal,Remittance,0,0
627378,Withdrawal,Remittance,0,0
627379,Withdrawal,Remittance,0,0
627380,Withdrawal,Remittance,0,0
627381,Withdrawal,Remittance,0,0
627382,Withdrawal,Remittance,0,0
627383,Withdrawal,Remittance,0,0
627384,Withdrawal,Remittance,0,0
627385,Withdrawal,Remittance,0,0
627386,Withdrawal,Remittance,0,0
627387,Withdrawal,Remittance,0,0
627388,Withdrawal,Remittance,0,0
627389,Withdrawal,Remittance,0,0
627390,Withdrawal,Remittance,0,0
627391,Withdrawal,Remittance,0,0
627392,Withdrawal,Remittance,0,0
627393,Withdrawal,Remittance,0,0
627394,Withdrawal,Remittance,0,0
627395,Withdrawal,Remittance,0,0
627396,Withdrawal,cw,0,0
627397,Withdrawal,ccw,0,0
627398,Withdrawal,ccw,0,0
627405,Withdrawal,cw,0,0
627406,Withdrawal,cw,0,0
627407,Withdrawal,cw,0,0
627408,Withdrawal,cw,0,0
627409,Withdrawal,cw,0,0
627410,Withdrawal,cw,0,0
627411,Withdrawal,ccw,0,0
627412,Withdrawal,ccw,0,0
627413,Withdrawal,ccw,0,0
627414,Withdrawal,ccw,0,0
627415,Withdrawal,ccw,0,0
627416,Withdrawal,ccw,0,0
627417,Withdrawal,cw,0,1
627418,Withdrawal,cw,0,0
627420,Withdrawal,cw,0,0
627421,Withdrawal,cw,0,0
627423,Withdrawal,cw,0,0
627424,Withdrawal,cw,0,0
627425,Withdrawal,cw,0,0
627426,Withdrawal,cw,0,0
627427,Withdrawal,cw,0,0
627428,Withdrawal,cw,0,0
627429,Withdrawal,cw,0,0
627430,Withdrawal,cw,0,0
627431,Withdrawal,cw,0,0
627432,Withdrawal,cw,0,0
627433,Withdrawal,ccw,0,0
627434,Withdrawal,ccw,0,0
627441,Withdrawal,cw,0,1
627442,Withdrawal,cw,0,1
627443,Withdrawal,cw,0,0
627444,Withdrawal,cw,0,0
627445,Withdrawal,cw,0,0
627446,Withdrawal,cw,0,0
627447,Withdrawal,cw,0,0
627448,Withdrawal,cw,0,0
627449,Withdrawal,cw,0,0
627450,Withdrawal,cw,0,0
627451,Withdrawal,cw,0,0
627452,Withdrawal,cw,0,0
627453,Withdrawal,cw,0,0
627454,Withdrawal,cw,0,0
627455,Withdrawal,cw,0,0
627456,Withdrawal,cw,0,0
627457,Withdrawal,cw,0,0
627458,Withdrawal,cw,0,0
627459,Withdrawal,cw,0,0
627460,Withdrawal,cw,0,0
627461,Withdrawal,cw,0,0
627462,Withdrawal,cw,0,0
627463,Withdrawal,cw,0,0
627464,Withdrawal,cw,0,0
627465,Withdrawal,cw,0,0
627466,Withdrawal,cw,0,0
627467,Withdrawal,cw,0,0
627468,Withdrawal,cw,0,0
627469,Withdrawal,cw,0,0
627470,Withdrawal,cw,0,0
627471,Credit,cic,0,0
627472,Withdrawal,cw,0,0
627473,Withdrawal,cw,0,0
627474,Withdrawal,cw,0,0
627475,Withdrawal,cw,0,0
627476,Withdrawal,cw,1,0
627477,Withdrawal,cw,0,0
627478,Withdrawal,cw,0,0
627479,Withdrawal,cw,0,0
627480,Withdrawal,cw,0,0
627481,Withdrawal,cw,0,0
627482,Withdrawal,cw,0,0
627483,Withdrawal,cw,0,0
627484,Withdrawal,cw,0,0
627485,Withdrawal,cw,0,0
627486,Withdrawal,cw,0,0
627487,Withdrawal,cw,0,0
627488,Withdrawal,cw,1,0
627489,Withdrawal,cw,0,0
627490,Withdrawal,cw,0,0
627491,Withdrawal,cw,0,0
627492,Withdrawal,cw,0,0
627493,Withdrawal,cw,0,0
627494,Withdrawal,cw,0,0
627495,Withdrawal,cw,0,0
627496,Withdrawal,cw,0,0
627497,Withdrawal,cw,0,0
627498,Withdrawal,cw,0,0
627499,Withdrawal,cw,0,0
627500,Withdrawal,cw,0,0
627501,Withdrawal,cw,0,0
627502,Withdrawal,cw,0,0
627503,Withdrawal,cw,0,0
627504,Withdrawal,cw,0,0
627505,Withdrawal,cw,0,0
630518,Credit,cic,0,0
630519,Credit,Collection,1,0
630520,Credit,Collection,1,1
630521,Credit,Collection,1,1
630522,Credit,Collection,1,1
630523,Credit,Collection,1,1
630524,Credit,Collection,2,1
630525,Credit,Collection,1,0
630526,Credit,Collection,1,0
630527,Credit,Collection,1,0
630528,Credit,Collection,1,0
630529,Credit,Collection,1,0
630530,Credit,Collection,2,1
630531,Credit,Collection,1,0
630532,Credit,Collection,1,0
630533,Credit,Collection,1,0
630534,Credit,Collection,1,0
630535,Credit,Collection,1,0
630536,Credit,Collection,2,0
630537,Credit,Collection,1,0
630538,Credit,Collection,1,1
630539,Credit,Collection,1,0
630540,Credit,Collection,1,0
630541,Credit,Collection,1,0
630542,Credit,Collection,2,1
630543,Credit,Collection,1,0
630544,Credit,Collection,1,0
630545,Credit,Collection,1,0
630546,Credit,Collection,1,0
630547,Credit,Collection,1,1
630548,Credit,Collection,2,1
630549,Credit,Collection,1,1
630550,Credit,Collection,1,1
630551,Credit,Collection,1,1
630552,Credit,Collection,1,0
630553,Credit,Collection,1,1
630554,Credit,Collection,2,1
630559,Withdrawal,cw,0,0
630560,Withdrawal,cw,0,1
630561,Withdrawal,cw,0,0
630562,Withdrawal,cw,0,0
630563,Withdrawal,cw,0,0
630564,Withdrawal,cw,0,0
630565,Withdrawal,cw,0,0
630566,Withdrawal,Remittance,0,0
630567,Withdrawal,Remittance,0,0
630568,Withdrawal,Remittance,0,0
630569,Withdrawal,Remittance,0,0
630570,Withdrawal,Remittance,0,0
630571,Withdrawal,Remittance,0,0
630572,Withdrawal,Remittance,0,0
630573,Withdrawal,Remittance,0,0
630574,Withdrawal,Remittance,0,0
630575,Withdrawal,Remittance,0,0
630576,Withdrawal,Remittance,0,0
630577,Withdrawal,Remittance,0,0
630578,Withdrawal,cw,0,0
630579,Withdrawal,cw,0,0
630580,Withdrawal,cw,0,0
630581,Withdrawal,cw,0,0
630582,Withdrawal,cw,0,0
630583,Withdrawal,cw,0,0
630584,Withdrawal,cw,0,0
630585,Withdrawal,cw,0,1
630586,Withdrawal,cw,0,0
630587,Withdrawal,cw,0,1
630588,Withdrawal,cw,0,0
630589,Withdrawal,cw,0,0
630590,Withdrawal,cw,0,0
630595,Withdrawal,Remittance,0,0
630596,Withdrawal,Remittance,0,1
630597,Withdrawal,Remittance,0,0
630598,Withdrawal,Remittance,0,0
630599,Withdrawal,Remittance,0,0
630600,Withdrawal,Remittance,0,0
630601,Withdrawal,Remittance,0,0
630602,Withdrawal,Remittance,0,1
630603,Withdrawal,Remittance,0,0
630604,Withdrawal,Remittance,0,0
630605,Withdrawal,Remittance,0,0
630606,Withdrawal,Remittance,0,0
630607,Withdrawal,Remittance,0,0
630608,Withdrawal,Remittance,0,0
630609,Withdrawal,Remittance,0,0
630610,Withdrawal,Remittance,0,0
630611,Withdrawal,Remittance,0,0
630612,Withdrawal,Remittance,0,0
630613,Withdrawal,Remittance,0,0
630614,Withdrawal,Remittance,0,1
630615,Withdrawal,Remittance,0,0
630616,Withdrawal,Remittance,0,0
630617,Withdrawal,Remittance,0,0
630618,Withdrawal,Remittance,0,0
630619,Withdrawal,Remittance,0,1
630620,Withdrawal,Remittance,0,1
630621,Withdrawal,Remittance,0,1
630622,Withdrawal,Remittance,0,1
630623,Withdrawal,Remittance,0,1
630624,Withdrawal,Remittance,0,0
630625,Withdrawal,Remittance,0,1
630626,Withdrawal,Remittance,0,1
630631,Withdrawal,Remittance,0,0
630632,Withdrawal,Remittance,0,0
630633,Withdrawal,Remittance,0,0
630634,Withdrawal,Remittance,0,0
630635,Withdrawal,Remittance,0,0
630636,Withdrawal,Remittance,0,0
630637,Withdrawal,Remittance,0,0
630638,Withdrawal,Remittance,0,0
630639,Withdrawal,Remittance,0,0
630640,Withdrawal,Remittance,0,0
630641,Withdrawal,Remittance,0,0
630642,Withdrawal,Remittance,0,0
630643,Withdrawal,Remittance,0,0
630644,Withdrawal,Remittance,0,0
630645,Withdrawal,Remittance,0,0
630646,Withdrawal,Remittance,0,0
630647,Withdrawal,Remittance,0,0
630648,Withdrawal,Remittance,0,0
630649,Withdrawal,Remittance,0,0
630650,Withdrawal,Remittance,0,0
630651,Withdrawal,Remittance,0,0
630652,Withdrawal,Remittance,0,0
630653,Withdrawal,Remittance,0,0
630654,Withdrawal,Remittance,0,0
630655,Withdrawal,Remittance,0,0
630656,Withdrawal,Remittance,0,0
630657,Withdrawal,Remittance,0,0
630658,Withdrawal,Remittance,0,1
630659,Withdrawal,Remittance,0,1
